time,amplitude
0.0,0.23685854063287073
0.0010002000400080016,4.196253592462048
0.002000400080016003,7.132909075817342
0.0030006001200240046,9.299266719167097
0.004000800160032006,11.809820919766352
0.005001000200040008,14.575960275948637
0.006001200240048009,15.581224089979427
0.007001400280056011,16.74274372373978
0.008001600320064013,17.86276648320549
0.009001800360072015,18.129174479317165
0.010002000400080016,17.20144675883555
0.011002200440088018,15.981648380758266
0.012002400480096018,15.429099604108586
0.01300260052010402,14.028328813888889
0.014002800560112022,12.804554467294277
0.015003000600120024,9.587341572072074
0.016003200640128026,7.891211246634366
0.017003400680136026,6.259942697461614
0.01800360072014403,3.656995501803012
0.01900380076015203,3.234490301171988
0.020004000800160033,1.7749789656894686
0.021004200840168033,0.48340039937926704
0.022004400880176037,0.34158895892814306
0.023004600920184037,0.465473175498882
0.024004800960192037,0.2849033201989127
0.02500500100020004,1.30559904195901
0.02600520104020804,2.553337657421464
0.027005401080216044,2.4073086332796625
0.028005601120224044,2.9939946120874503
0.029005801160232048,3.299044415812126
0.030006001200240048,5.4243973350860335
0.03100620124024805,5.379302266949713
0.03200640128025605,5.368995708606474
0.033006601320264055,5.78481156698091
0.03400680136027205,5.063682233095506
0.035007001400280055,5.093222725265966
0.03600720144028806,4.6347394692096175
0.03700740148029606,4.019475876752087
0.03800760152030406,1.2252484257024152
0.03900780156031206,0.9024762388282305
0.040008001600320066,-0.8164488959034994
0.04100820164032806,-1.9970252753662916
0.042008401680336066,-2.9839915897536344
0.04300860172034407,-4.163613545113796
0.04400880176035207,-4.712405685827585
0.04500900180036007,-5.2698451057028555
0.04600920184036807,-5.679631748980718
0.04700940188037608,-4.001913521834349
0.048009601920384073,-3.1136806218440833
0.04900980196039208,-0.28784856462302544
0.05001000200040008,-0.2195094242088954
0.051010202040408084,2.68230308323389
0.05201040208041608,4.989253419657135
0.053010602120424084,7.573720886470051
0.05401080216043209,10.424790506228844
0.05501100220044009,13.434607817629052
0.05601120224044809,16.77585100191711
0.05701140228045609,18.446970306794533
0.058011602320464095,20.79531359993648
0.05901180236047209,23.024594067549554
0.060012002400480095,23.68403541591321
0.0610122024404881,24.829391511951176
0.0620124024804961,25.090343740912026
0.0630126025205041,24.61490449767154
0.0640128025605121,21.97946186873121
0.0650130026005201,22.10279675951487
0.06601320264052811,19.289049434715714
0.06701340268053611,17.18825088202424
0.0680136027205441,14.423620514999909
0.0690138027605521,11.849131416073522
0.07001400280056011,10.055907951541183
0.07101420284056811,7.270960573879512
0.07201440288057612,4.660397434393652
0.07301460292058412,2.7004642093553155
0.07401480296059212,0.1173094611532356
0.07501500300060011,0.09896960858621895
0.07601520304060812,-2.38362288951361
0.07701540308061612,-2.120389103396132
0.07801560312062412,-3.1357262564550736
0.07901580316063213,-2.7238091439177183
0.08001600320064013,-3.429891762237993
0.08101620324064814,-1.5848125146159515
0.08201640328065612,-1.4888588841373431
0.08301660332066413,-0.3988111993347108
0.08401680336067213,-0.3489373233431985
0.08501700340068014,-0.4457028714487372
0.08601720344068814,1.2621723830395952
0.08701740348069614,1.360755721674506
0.08801760352070415,2.18633904313236
0.08901780356071214,0.6022370569705684
0.09001800360072014,2.182059929423796
0.09101820364072814,0.7344846480298416
0.09201840368073615,-0.30296890139701077
0.09301860372074415,-0.34190176689133456
0.09401880376075215,-1.419385992486692
0.09501900380076016,-2.3246610681557667
0.09601920384076815,-2.9898300054948725
0.09701940388077615,-3.4890563087676862
0.09801960392078415,-4.4828953075432905
0.09901980396079216,-3.5326005397720235
0.10002000400080016,-4.014940076159294
0.10102020404080816,-2.2206263368825816
0.10202040408081617,-1.4703037712451033
0.10302060412082417,-1.495577756222795
0.10402080416083216,0.967902184661633
0.10502100420084017,3.0623156112814627
0.10602120424084817,3.577381552574356
0.10702140428085617,5.4909348272512934
0.10802160432086418,8.481928935119083
0.10902180436087218,10.598360125490458
0.11002200440088018,12.43776440918453
0.11102220444088817,13.202681174808415
0.11202240448089618,15.112568543516407
0.11302260452090418,14.214133830828832
0.11402280456091218,14.54046301958801
0.11502300460092019,14.67421249102691
0.11602320464092819,13.797679240161397
